"word","cdv.txt","groen.txt","nva.txt","openvld.txt","pvda.txt","spa.txt","vlaamsbelang.txt"
"dakisolatie",3,7,1,0,1,1,0
"decretale",5,7,0,0,0,1,0
"decreten",1,8,1,0,0,2,1
"denk",1,9,1,0,1,0,1
"departementen",4,2,2,0,0,5,0
"derden",1,5,1,2,0,3,1
"discriminaties",0,4,2,1,5,1,0
"doeltreffende",0,7,1,2,1,2,0
"drukken",2,2,1,0,1,6,1
"duidelijker",3,6,1,0,0,2,1
"eenheid",2,0,0,0,10,1,0
"efficiëntere",0,6,1,0,0,6,0
"eist",0,8,0,0,3,1,1
"elkaars",3,3,0,1,1,5,0
"energieintensieve",6,6,1,0,0,0,0
"entiteit",1,2,6,0,2,2,0
"europeanen",0,3,0,0,0,10,0
"evaluaties",2,4,1,0,2,4,0
"evengoed",0,0,0,0,1,12,0
"evenwichtig",7,3,1,0,0,1,1
"evolueert",2,9,1,0,0,1,0
"experimenten",2,4,0,2,0,4,1
"facturen",3,4,2,1,0,3,0
"failliet",0,1,3,0,4,2,3
"farmaceutische",0,9,0,0,4,0,0
"federaties",2,8,1,0,0,2,0
"fora",2,7,1,1,0,2,0
"gascentrales",2,4,1,0,6,0,0
"geïnformeerd",0,2,1,1,0,8,1
"gebaat",3,1,2,0,1,6,0
"gecombineerd",1,4,0,0,3,5,0
"gecontroleerde",0,6,2,1,0,4,0
"gekend",1,7,1,0,2,1,1
"gekenmerkt",6,6,1,0,0,0,0
"gekomen",1,2,3,0,2,5,0
"genetisch",1,7,1,0,1,3,0
"gerechtelijk",3,2,1,0,1,2,4
"ggos",0,9,1,0,1,2,0
"gunstig",4,4,1,1,2,1,0
"ict",2,2,4,2,0,3,0
"iii",3,7,0,1,1,1,0
"impuls",0,5,3,3,0,2,0
"inflatie",6,4,0,0,3,0,0
"ingewikkelde",1,5,1,2,1,3,0
"instituut",5,4,0,0,0,3,1
"interessant",2,5,0,1,3,2,0
"invoer",3,9,0,0,1,0,0
"jacht",0,2,0,0,11,0,0
"kandidaten",0,9,0,0,1,3,0
"klassen",2,4,1,0,5,0,1
"klemtoon",9,1,2,0,0,1,0
"kleuteronderwijs",3,8,0,0,1,1,0
"komaf",1,4,1,0,0,6,1
"kostenefficiënte",0,5,3,1,0,4,0
"kringlopen",3,10,0,0,0,0,0
"kwalificaties",4,4,1,0,0,4,0
"kwaliteitsnormen",2,7,0,0,0,4,0
"leraren",0,2,0,0,0,11,0
"liever",2,3,1,1,3,2,1
"lijden",2,9,1,0,0,1,0
"loonkost",1,0,0,1,1,8,2
"loopbaanbegeleiding",3,1,0,0,0,9,0
"luchtkwaliteit",5,3,0,0,3,2,0
"managers",3,4,3,0,2,1,0
"mechanisme",2,4,0,0,4,3,0
"militair",0,6,2,0,3,2,0
"miljoenen",0,3,2,0,5,2,1
"minimumlonen",0,5,0,1,3,4,0
"missie",0,4,5,1,2,1,0
"moed",2,4,0,0,4,3,0
"moeder",1,5,0,1,1,4,1
"momenten",1,7,0,0,1,4,0
"moratorium",0,5,0,0,3,4,1
"musea",1,2,4,0,1,5,0
"nadat",1,3,1,3,1,4,0
"nauwer",4,0,4,0,0,5,0
"neoliberale",0,0,0,0,13,0,0
"new",0,11,0,0,1,1,0
"noord",2,2,2,0,1,3,3
"officieel",0,4,0,0,6,3,0
"omgang",1,7,2,0,0,3,0
"omspringen",2,7,1,1,0,1,1
"onderdelen",6,5,1,0,0,1,0
"ondermijnen",2,4,2,0,2,3,0
"ontspanning",8,3,1,0,0,1,0
"ontvangt",0,4,2,0,0,7,0
"oorsprong",2,5,0,0,2,3,1
"opeenvolgende",0,4,2,0,5,2,0
"opgroeien",2,4,0,0,0,7,0
"oplossen",2,7,0,0,2,2,0
"opsluiting",3,3,0,1,0,4,2
"overeen",2,8,0,0,2,1,0
"overheidsuitgaven",0,0,8,1,2,2,0
"overlegmodel",3,6,2,2,0,0,0
"overlijden",3,7,0,2,1,0,0
"plaatselijke",1,4,2,0,4,2,0
"plaatst",0,1,1,0,3,8,0
"plaatsvinden",2,4,3,0,1,3,0
"praktisch",3,4,1,0,2,3,0
"precies",1,5,0,0,3,4,0
"prikkel",0,11,1,0,0,1,0
"prikkels",2,9,0,1,0,1,0
"producent",5,6,0,0,0,2,0
"productiviteit",6,2,2,0,2,1,0
"reclame",0,11,0,0,0,2,0
"reeks",1,5,0,1,4,2,0
"regie",2,6,0,1,0,4,0
"relance",12,1,0,0,0,0,0
"ruimer",1,6,1,0,0,3,2
"rva",0,2,2,0,8,1,0
"samenhorigheid",0,0,13,0,0,0,0
"schaliegas",2,1,1,0,7,2,0
"schoolverlaters",3,4,3,1,0,2,0
"schuldhulpverlening",0,7,0,0,1,5,0
"screening",2,6,2,1,0,2,0
"sectorale",1,9,1,1,1,0,0
"slagkrachtige",0,3,6,0,0,3,1
"soevereiniteit",1,4,1,0,1,1,5
"spaarders",2,3,1,0,3,4,0
"sporters",5,5,0,0,0,3,0
"standpunt",1,6,1,1,1,3,0
"steeg",0,2,3,0,6,2,0
"stelsels",2,4,3,0,1,3,0
"stemrecht",1,7,4,1,0,0,0
"telewerken",2,9,1,1,0,0,0
"thema",0,1,0,0,9,3,0
"tientallen",2,3,0,1,6,0,1
"toeleiding",4,5,2,0,0,2,0
"tuinbouw",8,2,0,1,0,2,0
"uitdoven",1,5,5,1,1,0,0
"uiterst",1,3,1,2,1,4,1
"uitgeoefend",0,1,0,1,0,11,0
"uitwisselen",3,1,2,1,1,5,0
"universeel",1,10,0,1,0,1,0
"vakantie",7,1,1,0,1,3,0
"veeteelt",1,12,0,0,0,0,0
"verhuizen",4,1,2,0,0,5,1
"verhuurkantoren",6,3,1,0,0,3,0
"verkeerde",1,5,1,1,2,3,0
"verkeersbelasting",2,4,2,0,0,5,0
"verkeersslachtoffers",4,5,0,0,0,4,0
"verkiezingsprogramma",8,0,1,1,0,2,1
"verlenging",5,3,1,0,2,2,0
"verminderd",2,6,1,0,2,1,1
"veroordeeld",1,3,1,0,3,5,0
"verrijking",0,6,1,2,2,2,0
"versnelde",1,8,0,0,0,3,1
"vertalen",1,5,1,0,0,6,0
"vertegenwoordiger",0,9,3,0,0,1,0
"vervoerswijzen",3,10,0,0,0,0,0
"voordele",4,4,0,1,2,2,0
"vrijgesteld",2,7,1,2,0,1,0
"waardevol",0,9,0,0,0,4,0
"wachtlijst",0,6,0,1,4,2,0
"waterlopen",2,5,3,0,0,2,1
"wateroverlast",7,2,0,0,0,4,0
"website",1,7,1,0,1,3,0
"wederzijdse",2,4,4,0,1,2,0
"welzijnswerk",3,7,0,0,1,2,0
"wenden",0,2,2,0,1,8,0
"werkbaar",0,3,0,2,0,7,1
"werkloze",0,0,1,1,11,0,0
"werkvermogen",0,13,0,0,0,0,0
"werkzoekende",1,2,3,3,0,4,0
"windenergie",1,9,1,1,0,1,0
"woont",0,6,0,1,2,4,0
"zakenbanken",0,8,0,0,5,0,0
"zelfde",0,11,0,1,0,1,0
"zetel",1,6,0,1,0,4,1
"zuid",2,2,3,0,1,3,2
"zulke",3,6,1,0,0,2,1
"<ad>we",0,0,0,0,12,0,0
"aanbieders",2,5,0,0,0,5,0
"aanbiedt",2,5,0,0,2,3,0
"aandachtspunten",4,7,1,0,0,0,0
"aangehouden",1,10,0,0,0,1,0
"aangetoond",2,4,2,0,1,2,1
"aangifte",2,2,0,0,0,6,2
"aanhouden",4,5,1,0,0,2,0
"aankoopbeleid",6,5,0,1,0,0,0
"aanleren",0,7,0,1,0,3,1
"aantonen",0,6,0,1,3,2,0
"aanwenden",4,3,2,1,0,2,0
"aardgas",3,2,0,0,2,5,0
"accent",0,9,2,0,1,0,0
"adequaat",3,5,0,0,0,4,0
"advocaat",1,6,0,0,4,1,0
"alcohol",3,7,0,0,1,1,0
"almaar",1,1,2,0,8,0,0
"ambtenaar",3,2,1,0,4,2,0
"analyse",0,7,1,0,1,2,1
"arbeidskrachten",2,0,0,0,7,3,0
"armoedebeleid",0,3,4,2,0,2,1
"asbest",0,11,1,0,0,0,0
"asielaanvragen",0,5,1,0,0,3,3
"asielbeleid",1,2,3,1,0,5,0
"banenpact",12,0,0,0,0,0,0
"bedoeld",2,5,0,0,0,5,0
"begeleide",1,3,1,0,0,6,1
"begrijpen",0,3,3,0,3,3,0
"behandelingen",1,7,0,1,1,2,0
"beheersen",5,1,2,0,0,4,0
"beleggen",0,8,0,0,3,1,0
"beleidskeuzes",5,3,1,1,2,0,0
"beleidsniveau",2,1,4,0,0,4,1
"beoordeeld",0,9,1,0,0,2,0
"berekend",1,3,1,1,3,2,1
"besproken",4,6,0,0,0,2,0
"bestraffing",0,3,2,1,0,4,2
"bestuursniveau",5,2,2,0,0,3,0
"bevestigen",7,0,1,0,1,3,0
"bijscholing",1,7,0,0,0,3,1
"bourgeois",0,0,7,0,4,0,1
"breken",0,3,0,0,2,5,2
"brug",4,1,2,0,4,1,0
"buurtbewoners",3,6,0,0,1,2,0
"bvb",0,6,2,4,0,0,0
"chronisch",1,4,3,0,0,3,1
"coöperaties",0,3,0,0,0,9,0
"collecties",2,7,1,0,0,2,0
"complementair",4,6,1,0,0,1,0
"concurrentiepact",10,0,0,0,0,2,0
"couitstoot",2,5,1,0,4,0,0
"crowdfunding",6,1,0,2,0,3,0
"deontologische",0,5,6,0,0,1,0
"dimensie",7,3,0,1,0,1,0
"dimensies",3,7,0,0,1,1,0
"doelmatigheid",2,4,1,1,0,4,0
"doorgaans",2,6,0,0,0,4,0
"drugs",4,4,0,0,0,1,3
"duurzamer",3,4,0,0,0,5,0
"educatieve",4,6,1,0,0,1,0
"eenzijdige",0,10,0,0,0,2,0
"eigenlijk",0,4,3,1,1,3,0
"eindtermen",3,0,2,2,1,4,0
"elektriciteitsproductie",3,3,2,0,1,2,1
"energievoorziening",1,6,0,0,4,0,1
"ereloonsupplementen",0,4,0,0,6,2,0
"evenveel",0,3,2,1,2,4,0
"factor",1,8,1,0,0,2,0
"fair",3,4,2,0,0,3,0
"familiale",5,0,0,1,2,3,1
"families",2,3,0,1,3,3,0
"forfaitaire",4,4,1,0,1,2,0
"formele",1,6,1,0,0,4,0
"formules",5,4,0,3,0,0,0
"fraudebestrijding",0,1,0,0,0,11,0
"geïmplementeerd",0,8,0,1,1,2,0
"gebeurd",2,4,0,0,2,4,0
"gedeeltelijke",4,5,0,1,0,1,1
"gemeenteraad",0,3,6,0,0,3,0
"genderidentiteit",0,8,0,0,0,4,0
"genereert",2,4,2,0,0,4,0
"gerealiseerde",0,7,3,2,0,0,0
"gerecht",0,0,4,0,6,2,0
"geschiedenis",1,3,2,0,0,6,0
"geschreven",3,7,0,0,0,2,0
"gesensibiliseerd",1,9,0,0,0,2,0
"gestraft",2,4,1,1,0,2,2
"gevonden",3,5,1,0,2,1,0
"gewassen",1,8,0,0,1,2,0
"gigantische",0,2,1,0,5,2,2
"grootst",0,3,1,0,1,5,2
"hangen",1,3,2,0,1,4,1
"harmoniseren",2,6,1,0,0,3,0
"hechten",3,4,1,1,1,1,1
"herbestemming",6,5,1,0,0,0,0
"herkennen",1,3,1,1,0,5,1
"hersteld",0,4,2,0,2,2,2
"herwaarderen",1,4,3,1,1,1,1
"hoeveelheid",1,6,0,0,1,4,0
"huwelijk",3,4,0,0,0,5,0
"ideale",3,3,1,1,0,4,0
"ieders",2,6,0,0,2,2,0
"imf",3,5,0,0,3,1,0
"industrieën",0,9,0,0,1,2,0
"ingebed",4,2,0,0,1,5,0
"inmenging",0,1,3,1,4,2,1
"inschakelingsuitkering",0,0,2,1,8,1,0
"instellen",1,10,0,1,0,0,0
"institutionele",1,4,2,0,2,3,0
"interesses",2,3,1,2,0,4,0
"investeringsprojecten",9,1,2,0,0,0,0
"ipv",4,7,0,0,1,0,0
"journalistiek",1,5,0,0,0,6,0
"keten",3,7,0,1,0,1,0
"kinderbijslagen",1,3,0,0,8,0,0
"kiwimodel",0,0,0,0,11,1,0
"kortere",1,6,2,1,0,2,0
"krachtige",3,4,0,1,1,3,0
"landbouwgronden",0,12,0,0,0,0,0
"landbouwsector",3,3,2,0,0,3,1
"landsgrenzen",5,4,2,0,0,1,0
"leverancier",3,3,0,0,0,6,0
"liberale",0,0,0,2,10,0,0
"lichamelijke",4,3,1,0,0,3,1
"link",1,4,0,0,0,7,0
"loonkloof",0,6,1,0,5,0,0
"maakte",0,4,0,0,5,3,0
"mantelzorger",1,9,1,0,0,1,0
"menswaardige",1,6,0,0,1,3,1
"methodieken",4,7,0,0,0,1,0
"militairen",0,7,1,1,2,0,1
"moderniseren",2,2,6,0,0,1,1
"monetaire",0,1,2,0,3,6,0
"mooie",4,5,0,0,2,1,0
"motiveren",2,4,1,3,0,2,0
"nadien",2,3,0,1,1,5,0
"nagaan",6,4,1,0,0,1,0
"nergens",1,3,3,0,2,2,1
"ngos",0,6,4,0,1,1,0
"nucleair",2,3,0,0,0,7,0
"omvattend",2,3,4,0,0,3,0
"omzetting",1,4,5,0,0,2,0
"onderhandelen",1,5,1,0,5,0,0
"onderhouden",1,4,2,0,1,4,0
"onderwerpen",0,4,2,1,3,2,0
"ongezonde",1,7,0,0,1,3,0
"onnodige",0,4,4,0,0,3,1
"ontplooiing",2,4,1,1,1,3,0
"operationele",3,1,1,1,0,4,2
"opgebouwde",1,4,0,2,1,4,0
"opgelost",0,5,3,0,2,1,1
"opgezet",1,8,0,0,2,1,0
"opheffing",0,3,0,0,5,1,3
"opmaken",3,8,0,0,0,1,0
"opportuniteiten",3,2,3,1,0,3,0
"pand",0,11,0,1,0,0,0
"peeters",6,0,0,0,5,0,1
"personeelsbestand",1,5,0,0,3,3,0
"pleinen",2,8,0,0,0,2,0
"politiemensen",3,4,0,0,0,2,3
"potentiële",0,5,0,1,1,4,1
"praktische",2,1,0,1,2,6,0
"problematische",4,4,1,0,0,3,0
"profiteren",1,4,0,0,5,2,0
"psychiatrie",3,3,0,0,0,6,0
"recept",0,6,1,1,0,3,1
"recreatieve",4,8,0,0,0,0,0
"regisseur",5,3,1,3,0,0,0
"rekeningen",0,1,4,1,1,5,0
"remmen",2,3,0,6,1,0,0
"representatieve",3,6,0,0,0,2,1
"residenti<c3><ab>le",12,0,0,0,0,0,0
"responsabilisering",3,0,6,0,1,2,0
"resulteert",2,3,3,0,1,3,0
"rijbewijs",1,7,2,0,0,2,0
"rijkste",0,3,0,0,7,2,0
"rusthuis",0,7,0,0,1,3,1
"sanctie",0,4,1,1,1,5,0
"schaarste",3,8,0,0,0,0,1
"schoolkeuze",7,2,1,0,1,1,0
"schooluren",1,6,0,1,0,4,0
"snellere",5,2,2,0,0,2,1
"speler",0,4,0,3,1,4,0
"spil",0,5,2,3,1,1,0
"spoorwegen",0,5,3,0,4,0,0
"stedelijk",2,4,1,0,3,2,0
"stilaan",1,2,0,0,5,4,0
"stress",0,7,0,0,4,1,0
"thematische",2,6,3,0,0,1,0
"toekomstgerichte",2,3,1,0,0,6,0
"toezien",3,5,1,0,0,3,0
"ton",2,1,0,0,5,4,0
"trams",0,9,0,0,0,3,0
"treft",1,1,0,0,8,2,0
"troef",2,4,1,1,0,4,0
"trots",6,1,0,0,0,5,0
"twaalf",0,3,3,0,6,0,0
"uitgesproken",2,2,1,1,1,4,1
"uitgewezen",0,5,2,1,3,1,0
"uitrollen",7,2,0,0,0,3,0
"uitstekend",0,4,0,0,2,6,0
"uittekenen",2,4,1,0,1,3,1
"uniform",3,3,2,0,0,4,0
"vandaar",0,5,0,0,7,0,0
"vastleggen",2,4,0,0,1,3,2
"veestapel",0,8,0,0,0,4,0
"veiligheidsraad",1,7,0,1,0,3,0
"verbinding",4,3,0,0,0,3,2
"verdedigt",0,6,0,0,3,3,0
"verdieping",4,3,3,0,0,2,0
"vereisen",3,5,1,0,1,2,0
"vergoedingen",0,7,3,0,0,2,0
"verkavelingen",1,7,1,0,0,3,0
"vermoeden",0,5,0,0,1,5,1
"versnelling",3,4,0,0,0,5,0
"versoepelen",3,6,3,0,0,0,0
"verspreiden",4,6,0,0,0,2,0
"vertrouwd",2,5,1,0,0,4,0
"verzamelen",1,4,3,0,1,3,0
"vijfde",0,3,2,0,3,2,2
"voorgesteld",1,8,1,0,1,1,0
"voorheen",1,4,1,0,0,6,0
"voorkomt",1,6,1,0,0,4,0
"voortzetten",6,1,1,0,1,3,0
"vooruitgaan",0,1,4,3,0,4,0
"voren",4,2,0,0,1,2,3
"vreemdelingenzaken",1,6,1,0,0,4,0
"vrienden",2,2,0,2,0,6,0
"vrijmaken",0,10,0,0,1,1,0
"waakt",1,6,0,2,0,3,0
"waarbinnen",2,6,1,0,0,3,0
"waarover",3,4,1,0,2,2,0
"weggelegd",2,4,3,0,0,3,0
"wenselijk",2,5,1,0,0,4,0
"wereldgezondheidsorganisatie",0,9,0,0,1,2,0
"weren",2,6,0,0,2,1,1
"wieg",3,0,0,3,0,6,0
"wijzigen",2,3,0,1,2,4,0
"wordende",3,6,1,0,0,1,1
"zorgbehoevenden",3,4,0,1,0,4,0
"zorgvuldig",1,3,1,0,0,7,0
"zuivere",2,8,0,0,0,2,0
"zwaarder",0,8,0,1,2,1,0
"zwakkere",3,3,1,1,0,3,1
"zwangerschap",0,5,1,1,3,2,0
"zwembaden",5,7,0,0,0,0,0
"aangesloten",0,5,0,1,2,3,0
"aangeven",3,0,1,0,3,3,1
"aanslag",1,0,1,0,3,6,0
"aansluit",0,2,2,4,0,3,0
"aantrekkelijkheid",4,2,3,0,0,2,0
"achteruitgang",2,2,0,0,6,1,0
"afdwingen",0,4,1,0,1,4,1
"afhankelijkheid",3,2,2,2,1,1,0
"aftrekken",1,1,1,0,6,2,0
"alvorens",2,2,3,1,1,2,0
"arbeidsbemiddeling",1,6,0,0,3,1,0
"arbeidsdeelname",1,9,0,0,0,1,0
"asielprocedure",0,9,0,0,0,2,0
"auteursrechten",1,6,0,2,0,2,0
"bannen",1,7,0,0,1,2,0
"bedreiging",2,4,1,1,1,1,1
"bedrijfswagen",2,6,0,1,0,2,0
"begeleidt",3,5,1,0,0,2,0
"beheersovereenkomst",2,5,1,0,0,3,0
"beleidsmaatregelen",0,7,1,0,0,3,0
"beleidsplan",1,8,0,0,1,1,0
"belemmeringen",1,8,0,0,0,2,0
"beleving",5,3,0,0,0,3,0
"berekenen",1,4,3,0,1,2,0
"beschouwen",2,6,1,0,1,1,0
"betrekt",1,9,0,0,1,0,0
"beursgenoteerde",0,4,0,0,1,6,0
"bijsturing",2,5,1,0,0,3,0
"blijken",2,6,0,0,0,3,0
"bovenlokale",2,5,1,0,0,3,0
"brutoloon",0,4,0,1,6,0,0
"centrales",3,4,2,0,0,2,0
"commissariaatgeneraal",1,9,0,0,0,1,0
"compensatie",2,5,3,0,0,1,0
"complexiteit",1,1,1,0,0,8,0
"concepten",3,2,2,1,1,2,0
"constant",5,0,0,2,4,0,0
"constructief",3,2,0,1,0,5,0
"contractuele",3,5,0,1,0,2,0
"cultuureducatie",3,3,2,0,0,3,0
"cultuursector",3,2,2,2,0,1,1
"dakloosheid",0,9,0,0,0,2,0
"degressiviteit",1,4,0,1,4,1,0
"detentie",1,7,0,0,0,3,0
"dierenrechten",0,11,0,0,0,0,0
"diplomas",0,4,0,0,0,7,0
"disciplines",0,7,0,0,0,4,0
"doortastend",3,4,1,0,1,1,1
"doorverwijzing",2,6,0,0,1,2,0
"dorpen",2,2,2,0,0,5,0
"dorpskernen",2,7,0,0,0,2,0
"drinkwater",4,4,0,0,0,3,0
"eengemaakt",1,4,2,0,2,2,0
"effici<c3><ab>ntie",11,0,0,0,0,0,0
"element",4,6,1,0,0,0,0
"emissiehandelssysteem",0,7,1,0,0,3,0
"essentie",2,5,0,1,1,2,0
"euthanasie",2,6,0,1,0,2,0
"evenredige",0,9,1,0,0,1,0
"faciliteiten",2,4,2,1,0,0,2
"factoren",2,5,0,0,1,3,0
"faillissement",0,7,0,0,1,3,0
"faire",2,2,1,1,0,5,0
"financieringsinstrumenten",3,6,0,0,0,2,0
"focust",0,3,2,0,0,6,0
"formuleert",0,3,0,0,1,7,0
"gaf",3,1,1,0,6,0,0
"geformuleerd",3,6,0,0,0,2,0
"gekwalificeerde",1,5,1,0,1,3,0
"geletterdheid",1,5,0,0,0,5,0
"gelijkschakeling",2,5,2,1,0,0,1
"gelijkwaardige",2,2,0,2,2,3,0
"geloof",1,2,3,2,1,2,0
"gelukkig",0,3,0,0,0,8,0
"gemeenschapscentra",3,4,0,0,0,4,0
"geoptimaliseerd",4,2,2,1,0,2,0
"gepast",5,3,2,0,0,1,0
"gesprek",1,7,0,0,0,3,0
"gesteund",1,7,0,0,1,1,1
"gesubsidieerd",3,4,0,0,4,0,0
"gewapende",0,5,1,0,1,4,0
"gewerkte",4,2,2,1,0,2,0
"gewicht",0,5,2,0,2,1,1
"gezinsvormen",3,5,0,2,0,1,0
"gezondheidsrisicos",0,7,0,0,0,4,0
"goederenvervoer",3,5,1,0,1,1,0
"goesting",0,3,0,1,1,6,0
"gouden",1,10,0,0,0,0,0
"grijze",1,4,0,0,3,3,0
"groepsaankopen",2,2,0,0,0,7,0
"grondgebonden",0,10,1,0,0,0,0
"gunstregimes",0,9,0,0,0,2,0
"haalbaarheid",5,3,1,1,0,1,0
"handels",3,2,2,0,1,3,0
"handelsbeleid",2,4,1,0,0,4,0
"hecht",2,4,1,0,0,4,0
"hedendaags",4,3,0,0,0,2,2
"heffen",1,3,2,2,2,1,0
"hervestiging",1,9,0,0,0,1,0
"hoop",1,2,1,1,3,2,1
"huurprijs",4,1,2,0,0,4,0
"innoveren",0,4,1,2,0,4,0
"innoverende",2,3,1,2,0,3,0
"installaties",5,2,0,0,2,2,0
"instrumentarium",3,6,1,0,0,1,0
"interfederaal",0,5,2,0,0,4,0
"investment",8,1,1,0,0,0,1
"jeugdraad",1,5,0,0,1,4,0
"jobcreatie",0,4,1,1,0,5,0
"jongste",3,3,3,0,0,1,1
"kampt",0,4,2,0,2,1,2
"kleinkinderen",2,4,3,1,0,1,0
"kopers",3,6,0,0,0,2,0
"kwantitatieve",3,6,0,1,0,1,0
"kwesties",0,5,0,0,4,2,0
"landbouwbedrijven",4,4,1,0,0,1,1
"landelijke",1,8,0,0,0,1,1
"leefloners",2,0,2,0,7,0,0
"leefwereld",1,3,0,1,0,6,0
"leer",6,2,2,0,1,0,0
"leiding",4,3,2,0,1,1,0
"loononderhandelingen",2,5,0,1,3,0,0
"loont",6,2,0,1,0,2,0
"loop",0,8,0,0,2,1,0
"lot",2,1,1,1,2,2,2
"maatstaf",1,6,0,2,1,1,0
"medialandschap",6,0,4,0,0,1,0
"meningsuiting",0,2,0,3,5,0,1
"methode",2,6,0,1,0,2,0
"middelgrote",1,5,1,0,2,2,0
"milieunormen",0,8,0,0,1,2,0
"ministerpresident",4,1,1,0,4,0,1
"minnelijke",0,4,0,0,6,0,1
"nabije",2,7,0,0,0,2,0
"negatief",1,3,2,1,3,1,0
"negen",2,0,3,1,3,1,1
"netten",0,7,1,0,2,1,0
"nuttige",1,3,1,2,0,4,0
"omvorming",1,3,0,0,3,1,3
"omwenteling",5,2,0,3,0,0,1
"onderhoudsplicht",0,10,0,0,0,1,0
"ongeoorloofde",0,4,0,1,1,5,0
"ontmanteling",0,6,0,0,2,2,1
"ontmoeten",2,3,0,0,0,5,1
"ontmoeting",3,1,1,0,1,5,0
"ontslagen",1,2,1,0,6,1,0
"ontwapening",4,5,0,0,0,2,0
"onzeker",0,3,0,0,5,3,0
"opdraaien",0,3,1,0,5,1,1
"opengesteld",1,8,0,0,0,2,0
"opent",2,4,0,1,2,2,0
"operationeel",1,3,2,1,1,2,1
"opwarming",2,2,0,1,5,1,0
"overgedragen",2,0,3,0,1,5,0
"overheidsniveaus",3,4,1,0,1,2,0
"overheidsschuld",3,0,2,0,6,0,0
"overlaten",1,4,0,0,4,2,0
"overschot",1,0,1,3,5,1,0
"overschrijden",4,3,0,0,1,2,1
"overstap",0,9,0,0,0,2,0
"overstromingsgebieden",2,7,1,0,0,1,0
"overtuigen",3,5,1,0,0,1,1
"paar",0,7,0,1,1,2,0
"pakkans",1,4,1,0,0,4,1
"pensioensparen",0,1,2,1,5,2,0
"personenvervoer",2,4,4,0,0,0,1
"personenwagens",5,5,0,0,0,1,0
"planbureau",0,3,2,1,2,3,0
"planten",0,8,2,0,0,1,0
"plegen",2,4,1,0,0,3,1
"pmv",4,2,1,1,0,3,0
"politieagenten",0,4,5,1,0,0,1
"practices",2,6,0,0,0,3,0
"praktijktesten",1,4,0,0,1,5,0
"prestatie",1,8,0,0,2,0,0
"protocol",0,5,0,0,2,4,0
"rationeel",2,5,0,2,0,2,0
"rechthebbenden",2,4,0,0,3,2,0
"regeerperiode",4,2,4,0,0,1,0
"registreren",1,7,1,0,0,2,0
"regulering",0,9,0,0,0,2,0
"regulier",0,5,2,2,0,1,1
"rekeningrijden",11,0,0,0,0,0,0
"respectievelijk",1,0,2,0,3,5,0
"revolutie",0,1,1,0,8,1,0
"rijopleiding",4,4,0,0,0,3,0
"rompslomp",1,0,3,0,1,5,1
"ruimere",3,6,0,0,1,1,0
"rusland",0,7,2,0,1,1,0
"samenwonenden",1,0,1,1,7,1,0
"schepen",0,11,0,0,0,0,0
"schijf",0,3,4,2,2,0,0
"schoolbesturen",9,1,0,0,0,1,0
"schoot",2,5,1,0,0,2,1
"scoort",0,2,1,1,5,2,0
"service",2,2,1,0,3,3,0
"sfeer",1,4,0,0,4,2,0
"slagkrachtig",3,3,3,0,0,2,0
"sluiting",0,1,1,0,1,6,2
"socioculturele",0,3,1,1,1,5,0
"specialisatie",2,4,1,1,1,2,0
"speculatieve",0,7,0,0,2,2,0
"speelveld",2,3,4,0,0,2,0
"standpunten",2,2,1,1,0,0,5
"stapsgewijs",2,5,2,1,0,1,0
"state",4,5,2,0,0,0,0
"steken",1,4,0,1,2,3,0
"stelselmatig",1,1,1,0,1,7,0
"stil",1,2,0,1,3,4,0
"strafrecht",6,3,0,1,0,1,0
"straling",0,11,0,0,0,0,0
"studietoelagen",6,2,0,1,1,1,0
"subsidiariteit",6,0,2,0,0,1,2
"subsidie",1,8,0,1,1,0,0
"subsidiebeleid",4,3,2,0,0,2,0
"svks",0,9,0,0,0,2,0
"tak",0,11,0,0,0,0,0
"tegemoetkomingen",7,2,0,0,0,2,0
"tekorten",0,2,2,1,2,3,1
"tevoren",3,4,0,0,3,1,0
"the",3,2,0,1,2,3,0
"tijdstip",3,4,3,0,0,1,0
"toetreding",0,9,0,0,0,0,2
"toezichthouder",0,2,0,0,3,6,0
"traditie",3,4,3,0,0,0,1
"trage",1,5,3,0,0,2,0
"trekt",1,5,0,0,2,3,0
"turkije",0,4,1,0,0,0,6
"types",4,4,0,0,0,3,0
"uitsluiten",0,3,2,0,1,5,0
"uitstel",1,6,1,0,2,1,0
"uitzendkrachten",0,6,2,0,3,0,0
"v<f3><f3>r",0,6,2,0,1,2,0
"veld",1,2,2,0,2,4,0
"veranderd",2,3,2,0,1,2,1
"verklaring",1,4,0,0,4,1,1
"verkleint",1,6,1,0,0,3,0
"verlaagt",0,2,2,1,1,5,0
"verlichten",0,2,1,3,2,3,0
"vermelding",0,9,0,0,1,0,1
"vermogensfiscaliteit",0,5,0,0,0,6,0
"verouderde",5,2,1,0,0,2,1
"verstrekken",2,3,2,0,1,3,0
"verzekeraars",0,9,1,0,0,1,0
"voertuig",4,7,0,0,0,0,0
"volksvertegenwoordigers",0,0,3,2,4,1,1
"voorbeeldfunctie",3,2,2,0,0,4,0
"vooroordelen",0,4,0,1,0,6,0
"voorschriften",1,7,1,1,1,0,0
"vorig",1,0,0,2,4,2,2
"vraagstukken",1,5,0,2,1,1,1
"vrijstellingen",1,6,1,0,1,2,0
"vroegtijdige",2,5,2,0,2,0,0
"vzws",0,6,0,0,2,3,0
