"word","cdv.txt","groen.txt","nva.txt","openvld.txt","pvda.txt","spa.txt","vlaamsbelang.txt"
"vlucht",0,1,0,0,1,0,0
"vluchteling",0,1,0,0,0,1,0
"vluchtgevaar",0,2,0,0,0,0,0
"vmm",0,2,0,0,0,0,0
"vnlidstaten",0,0,0,0,0,2,0
"vnmensenrechtenraad",1,0,0,0,0,1,0
"vnresoluties",0,2,0,0,0,0,0
"vnsecretarisgeneraal",0,2,0,0,0,0,0
"voeden",0,2,0,0,0,0,0
"voedingspatronen",1,1,0,0,0,0,0
"voedselbanken",1,1,0,0,0,0,0
"voedselbeleid",0,2,0,0,0,0,0
"voedselcoöperatieven",0,2,0,0,0,0,0
"voedselketens",1,1,0,0,0,0,0
"voedselkilometers",0,2,0,0,0,0,0
"voedselmultinationals",0,2,0,0,0,0,0
"voedselprijzen",1,0,0,0,0,1,0
"voedselproducenten",0,2,0,0,0,0,0
"voedselproducerende",2,0,0,0,0,0,0
"voedselveiligheidsstandaarden",2,0,0,0,0,0,0
"voegde",0,2,0,0,0,0,0
"voelbaar",0,0,0,1,0,1,0
"voer",1,0,0,0,1,0,0
"voetbal",0,2,0,0,0,0,0
"voetbalstadia",0,0,0,0,0,2,0
"voetbalstadions",0,2,0,0,0,0,0
"voetgangersinfrastructuur",0,1,0,0,0,1,0
"voetgangersplan",0,2,0,0,0,0,0
"volatiele",0,1,0,0,0,1,0
"voldragen",0,1,0,0,0,1,0
"volgsysteem",0,2,0,0,0,0,0
"volkomen",0,0,0,0,2,0,0
"volkshogescholen",1,0,0,0,0,1,0
"volksraadpleging",0,0,0,0,0,2,0
"volksvertegenwoordiger",1,0,0,0,1,0,0
"voltallige",0,0,2,0,0,0,0
"voltooid",0,1,1,0,0,0,0
"voltooien",0,1,1,0,0,0,0
"voltooiing",1,1,0,0,0,0,0
"volwassene",1,1,0,0,0,0,0
"volwasseneneducatie",0,2,0,0,0,0,0
"vond",0,0,0,0,2,0,0
"vonden",0,0,0,0,1,1,0
"voorafbetaling",0,0,0,0,2,0,0
"voorafgaandelijk",0,2,0,0,0,0,0
"voorafgaandelijke",0,1,0,0,0,1,0
"voorafgegaan",0,1,0,0,0,1,0
"voorbeeldprojecten",1,1,0,0,0,0,0
"voorbehoud",0,2,0,0,0,0,0
"voorbereide",2,0,0,0,0,0,0
"voorbereidend",1,1,0,0,0,0,0
"voorbereidingen",2,0,0,0,0,0,0
"vooreerst",2,0,0,0,0,0,0
"voorgaan",1,0,0,0,1,0,0
"voorganger",0,2,0,0,0,0,0
"voorgeschoteld",0,0,0,0,0,2,0
"voorjaar",0,1,0,0,1,0,0
"voorkoming",0,2,0,0,0,0,0
"vooronderzoek",0,0,0,0,0,2,0
"vooropstaan",0,0,1,0,1,0,0
"voorraden",0,0,1,0,0,1,0
"voorschot",0,0,0,0,1,1,0
"voorstadnetten",1,1,0,0,0,0,0
"voorstadsnet",1,0,0,0,0,1,0
"voorstellingen",0,1,0,0,0,1,0
"voortgaande",1,0,1,0,0,0,0
"voortijdig",0,2,0,0,0,0,0
"voortschrijdende",0,1,1,0,0,0,0
"voorwendsel",0,0,0,0,1,1,0
"voorzitters",0,2,0,0,0,0,0
"vork",1,1,0,0,0,0,0
"vormentaal",0,2,0,0,0,0,0
"vormfouten",1,0,0,0,0,0,1
"vos",0,2,0,0,0,0,0
"vossen",0,2,0,0,0,0,0
"vraagbeheer",0,1,0,1,0,0,0
"vredeseducatie",0,2,0,0,0,0,0
"vredeskorps",0,2,0,0,0,0,0
"vredesopdrachten",0,2,0,0,0,0,0
"vredesstrategie",0,0,0,0,2,0,0
"vredesvisie",0,0,0,0,2,0,0
"vredevolle",0,1,0,0,0,0,1
"vreet",0,0,0,0,1,1,0
"vreselijke",0,0,0,0,2,0,0
"vriendelijk",2,0,0,0,0,0,0
"vrijetijdsaanbod",0,1,0,0,0,1,0
"vrijetijdsnetwerk",2,0,0,0,0,0,0
"vrijetijdssector",1,1,0,0,0,0,0
"vrijgemaakte",0,1,1,0,0,0,0
"vrijhandelsverdrag",0,0,0,0,0,0,2
"vrijlatingsmechanismen",0,0,0,0,0,0,2
"vrijmaakt",0,1,0,0,0,1,0
"vrijwaart",1,0,1,0,0,0,0
"vrijwilligersverenigingen",0,1,0,0,0,1,0
"vrijwilligersvriendelijk",0,2,0,0,0,0,0
"vrijzetten",0,2,0,0,0,0,0
"vrouwvriendelijk",0,2,0,0,0,0,0
"vrtkanaal",0,0,0,0,0,0,2
"vsa",0,2,0,0,0,0,0
"vte",2,0,0,0,0,0,0
"vtm",0,2,0,0,0,0,0
"vuur",0,0,0,0,2,0,0
"vzw<e2><80><99>s",2,0,0,0,0,0,0
"waait",0,1,0,0,1,0,0
"waan",0,0,0,0,1,1,0
"waarborgregelingen",0,0,0,0,0,2,0
"waardenvol",0,0,2,0,0,0,0
"waargemaakt",0,1,0,1,0,0,0
"waarheidsgetrouw",1,1,0,0,0,0,0
"waarschuwen",0,1,0,0,1,0,0
"waarschuwingen",0,1,0,0,0,1,0
"waarschuwt",0,2,0,0,0,0,0
"waartegen",0,1,0,0,0,1,0
"waasland",1,0,0,0,0,1,0
"wachtkamer",0,1,0,0,0,1,0
"wachtrijen",0,0,0,0,1,1,0
"wachtuitkeringen",0,1,0,0,1,0,0
"wadacode",0,1,1,0,0,0,0
"wall",0,1,0,0,0,1,0
"wanbetalingen",0,0,0,1,0,1,0
"wandel",0,1,0,0,1,0,0
"wandeling",0,2,0,0,0,0,0
"wapenhandelsverdrag",0,2,0,0,0,0,0
"wapenindustrie",0,2,0,0,0,0,0
"wapenopsporingssystemen",0,2,0,0,0,0,0
"wapentuig",0,2,0,0,0,0,0
"wapperbrug",0,0,0,0,2,0,0
"warmen",0,2,0,0,0,0,0
"warmtenet",1,0,0,0,0,1,0
"warmtepomp",1,1,0,0,0,0,0
"warning",0,1,0,1,0,0,0
"wars",0,0,0,0,0,1,1
"wasbeurten",0,2,0,0,0,0,0
"wassen",0,0,0,1,1,0,0
"watergebruik",1,0,0,0,0,1,0
"waterinfrastructuur",1,0,1,0,0,0,0
"waterproblemen",1,1,0,0,0,0,0
"waterschaarste",0,2,0,0,0,0,0
"waterstofverbrandingsmotoren",0,2,0,0,0,0,0
"watertekort",1,0,0,0,0,1,0
"watertoets",1,1,0,0,0,0,0
"watertoetsen",0,0,0,0,0,2,0
"waterval",0,1,0,1,0,0,0
"waterverstrekking",0,0,0,0,0,2,0
"waterwinning",0,2,0,0,0,0,0
"waterzuiveringsbeleid",0,2,0,0,0,0,0
"waterzuiveringsinstallaties",0,2,0,0,0,0,0
"watten",0,1,0,0,1,0,0
"wederopbouw",0,1,0,0,0,1,0
"wedertewerkstelling",0,0,0,0,2,0,0
"weefbewegingen",0,0,0,0,0,2,0
"weekends",0,0,2,0,0,0,0
"weergeeft",0,2,0,0,0,0,0
"weergegeven",1,0,0,0,0,1,0
"weerhoudt",0,1,0,0,0,1,0
"weerloze",2,0,0,0,0,0,0
"weerzinwekkende",0,0,0,0,0,0,2
"wegcode",1,1,0,0,0,0,0
"wegenonderhoud",0,0,0,0,1,1,0
"wegentaks",0,1,0,0,1,0,0
"wegenwerken",2,0,0,0,0,0,0
"weggebruiker",1,1,0,0,0,0,0
"weggenomen",1,0,1,0,0,0,0
"weggeweest",0,0,0,0,1,1,0
"weggewuifd",0,1,0,0,1,0,0
"weghalen",0,0,1,0,1,0,0
"weging",0,1,0,0,0,1,0
"wegmarkeringen",2,0,0,0,0,0,0
"wegtransport",0,0,1,0,1,0,0
"wegwijs",0,0,0,0,0,2,0
"weidevogels",0,2,0,0,0,0,0
"weigerde",0,1,0,0,1,0,0
"weigeringen",2,0,0,0,0,0,0
"wekt",0,2,0,0,0,0,0
"weldra",0,1,0,1,0,0,0
"welvaartsniveau",1,1,0,0,0,0,0
"welvaartsoverdrachten",0,0,0,0,0,0,2
"welvaartsziekten",0,1,0,0,0,1,0
"welvarender",0,0,0,2,0,0,0
"welzijnsdiensten",0,0,0,0,0,2,0
"welzijnsoogpunt",0,0,0,0,0,2,0
"welzijnsorganisaties",1,1,0,0,0,0,0
"werchter",1,1,0,0,0,0,0
"wereldhandel",1,1,0,0,0,0,0
"wereldkampioenschappen",0,2,0,0,0,0,0
"wereldniveau",1,0,0,0,1,0,0
"wereldreis",0,0,2,0,0,0,0
"werkcheque",0,0,0,0,0,2,0
"werkdagen",0,1,0,0,1,0,0
"werkervaringen",0,2,0,0,0,0,0
"werkgelegenheidsgraad",2,0,0,0,0,0,0
"werkgerelateerde",0,2,0,0,0,0,0
"werkgeversbijdragevermindering",1,0,0,0,0,1,0
"werkgeverskant",0,2,0,0,0,0,0
"werkgroepen",0,0,2,0,0,0,0
"werkhervatting",1,1,0,0,0,0,0
"werkkader",1,1,0,0,0,0,0
"werkkrachten",0,0,0,0,1,1,0
"werkleefmilieu",0,2,0,0,0,0,0
"werkloosheidsgraad",0,0,1,0,1,0,0
"werkloosheidsreglementering",0,2,0,0,0,0,0
"werkloosheidsvallen",1,1,0,0,0,0,0
"werklust",0,0,0,0,0,1,1
"werknemersbijdrage",0,0,2,0,0,0,0
"werknemersloon",0,0,0,0,2,0,0
"werkonderbreking",1,0,0,0,1,0,0
"werkonzekerheid",0,1,1,0,0,0,0
"werkorganisatie",0,2,0,0,0,0,0
"werkplaats",0,1,0,0,0,1,0
"werkprocessen",2,0,0,0,0,0,0
"werkritme",0,0,0,0,2,0,0
"werksfeer",0,2,0,0,0,0,0
"werkten",0,0,0,0,1,1,0
"werkterreinen",0,1,0,0,0,1,0
"werktijden",0,0,0,0,1,1,0
"werktuigen",0,0,0,0,2,0,0
"werkvoorwaarden",0,0,0,0,2,0,0
"werkwilligheid",0,0,0,0,2,0,0
"werkwinkels",0,0,1,0,0,1,0
"werkzaamheden",0,1,0,0,0,1,0
"werkzaamheid",0,0,2,0,0,0,0
"werkzame",0,0,1,0,0,1,0
"west",0,1,0,0,0,0,1
"westeu",0,0,2,0,0,0,0
"westeuropa",1,0,0,1,0,0,0
"westhoek",1,0,0,0,1,0,0
"wetlejeune",0,0,0,0,0,0,2
"wetswijziging",0,1,1,0,0,0,0
"wieden",0,0,2,0,0,0,0
"wielen",0,1,0,0,0,1,0
"wielrennen",0,2,0,0,0,0,0
"wijkbudgetten",0,2,0,0,0,0,0
"wijkpolitie",1,0,0,0,0,1,0
"wild",0,1,0,0,1,0,0
"willing",0,2,0,0,0,0,0
"wilrijk",1,0,0,0,1,0,0
"wilsbeschikking",0,0,0,1,0,1,0
"wilsonbekwame",0,2,0,0,0,0,0
"wilsverklaringen",0,1,0,0,0,1,0
"wilt",1,1,0,0,0,0,0
"window",0,1,0,0,0,1,0
"winkelgalerijen",0,2,0,0,0,0,0
"winkeliers",0,0,0,0,0,2,0
"winkelkernen",0,2,0,0,0,0,0
"winkelnota",2,0,0,0,0,0,0
"winnaars",0,0,1,0,1,0,0
"wins",1,1,0,0,0,0,0
"winstgevend",0,2,0,0,0,0,0
"winstlogica",0,0,0,0,2,0,0
"winstmarges",0,0,0,0,1,1,0
"winstmaximalisatie",0,1,0,0,0,1,0
"winstoverwegingen",0,0,0,0,2,0,0
"winststreven",0,2,0,0,0,0,0
"winwin",0,0,0,1,0,1,0
"winwins",0,1,0,0,0,1,0
"wiskunde",0,0,1,0,1,0,0
"wisselrisicos",0,0,0,0,2,0,0
"wist",0,1,0,0,1,0,0
"wit",0,0,0,1,0,1,0
"witboek",0,0,2,0,0,0,0
"wkk",1,1,0,0,0,0,0
"wkwadraat",0,2,0,0,0,0,0
"woekerrentes",0,0,0,0,0,2,0
"wonderen",0,2,0,0,0,0,0
"wonderformule",2,0,0,0,0,0,0
"wonenwelzijn",2,0,0,0,0,0,0
"woningfonds",0,2,0,0,0,0,0
"woningmaatschappijen",0,2,0,0,0,0,0
"woningnood",0,0,0,0,0,2,0
"woningsector",0,0,1,0,1,0,0
"woningzekerheid",0,0,0,0,0,2,0
"woonactoren",0,2,0,0,0,0,0
"woonbegeleiding",0,0,0,0,0,2,0
"woonbehoefte",1,1,0,0,0,0,0
"woonconcepten",1,0,0,0,0,1,0
"woongebied",1,0,0,0,0,1,0
"wooninspectie",0,1,0,0,0,1,0
"woonkamer",0,0,0,0,0,2,0
"woonkeuze",0,0,0,0,0,2,0
"woonkrediet",1,1,0,0,0,0,0
"woonmodel",0,2,0,0,0,0,0
"woonomgevingen",1,1,0,0,0,0,0
"woontypologieën",0,0,2,0,0,0,0
"woonwerk",1,1,0,0,0,0,0
"woonwerkongevallen",0,2,0,0,0,0,0
"woonwerkvergoedingen",0,2,0,0,0,0,0
"woonzorgwijk",0,2,0,0,0,0,0
"word",0,1,0,0,1,0,0
"world",0,2,0,0,0,0,0
"wurggreep",0,2,0,0,0,0,0
"wwwbitlyvlaamsgeld",0,0,0,0,0,0,2
"wwwpvdabe",0,0,0,0,2,0,0
"xenofobie",0,2,0,0,0,0,0
"yogyakartaprincipes",0,1,0,0,0,1,0
"youtube",1,0,1,0,0,0,0
"zacht",2,0,0,0,0,0,0
"zadelt",0,0,1,0,0,1,0
"zag",0,0,0,0,1,1,0
"zakencijfer",0,0,0,0,2,0,0
"zakte",0,0,0,0,2,0,0
"zeehaven",2,0,0,0,0,0,0
"zeeschepen",0,2,0,0,0,0,0
"zeespiegel",0,1,0,0,1,0,0
"zegen",0,1,0,0,0,0,1
"zekerder",0,0,0,0,0,2,0
"zekerheidsbijdragen",0,0,1,0,0,1,0
"zekerheidssysteem",0,2,0,0,0,0,0
"zelfbeheer",0,1,0,0,0,1,0
"zelfbeschikkingsrecht",0,2,0,0,0,0,0
"zelfdiscipline",1,0,0,0,0,0,1
"zelforganisatie",0,1,0,0,0,1,0
"zelfreflectie",0,1,0,1,0,0,0
"zelfregie",0,0,0,0,0,2,0
"zelfvoorziening",1,0,1,0,0,0,0
"zen",1,0,0,0,0,1,0
"zendingen",0,0,1,1,0,0,0
"zenuwcentra",0,0,0,0,0,0,2
"zero<e2><80><99>",2,0,0,0,0,0,0
"zeroemissie",0,1,0,0,0,1,0
"zestiger",0,2,0,0,0,0,0
"zevende",1,0,0,0,1,0,0
"zeventiger",0,2,0,0,0,0,0
"ziehier",0,0,0,0,2,0,0
"ziekenhuisbeleid",0,1,0,0,1,0,0
"ziekenhuisdiensten",0,2,0,0,0,0,0
"ziekenhuisfacturen",1,1,0,0,0,0,0
"ziekenhuisopname",1,1,0,0,0,0,0
"ziekenhuisopnames",0,0,0,0,0,2,0
"ziekenhuisorganisatie",1,1,0,0,0,0,0
"ziektepreventie",0,1,0,0,0,1,0
"ziekteuitkeringen",0,1,0,0,1,0,0
"ziel",0,1,0,0,0,1,0
"zinloze",0,0,1,0,0,1,0
"zinvoller",2,0,0,0,0,0,0
"zitpenningen",0,0,0,0,0,2,0
"zittenblijven",0,0,0,0,2,0,0
"zittingsplaatsen",1,0,1,0,0,0,0
"zoden",0,2,0,0,0,0,0
"zodoende",2,0,0,0,0,0,0
"zogezegd",0,0,1,0,0,0,1
"zoiets",0,0,1,1,0,0,0
"zomer",0,1,0,0,1,0,0
"zondagsrust",0,2,0,0,0,0,0
"zonderen",0,1,1,0,0,0,0
"zoniet",0,0,0,0,2,0,0
"zonneboilers",0,2,0,0,0,0,0
"zonnepanelenparken",0,0,0,0,2,0,0
"zonneparken",1,0,0,0,1,0,0
"zonneplantages",0,0,0,0,2,0,0
"zonnesubsidies",0,0,0,0,2,0,0
"zonnetaks",0,0,0,0,2,0,0
"zorg<e2><80><99>",2,0,0,0,0,0,0
"zorgbehoeftes",0,1,0,0,0,1,0
"zorgbehoevend",1,0,0,1,0,0,0
"zorgbehoevendheid",1,0,1,0,0,0,0
"zorgboerderijen",1,1,0,0,0,0,0
"zorgcircuit",0,1,0,0,0,1,0
"zorgcircuits",1,1,0,0,0,0,0
"zorgcoördinatie",0,0,0,0,0,2,0
"zorgende",0,1,0,0,0,0,1
"zorginstelling",0,0,0,0,0,2,0
"zorgintensiteit",1,0,0,0,0,1,0
"zorgkas",0,2,0,0,0,0,0
"zorgkost",1,0,0,0,0,1,0
"zorgopleidingen",1,0,0,0,0,1,0
"zorgpad",0,0,0,0,0,2,0
"zorgpersoneel",1,1,0,0,0,0,0
"zorgproces",1,1,0,0,0,0,0
"zorgprofiel",0,0,0,0,0,2,0
"zorgprofielen",0,0,0,0,0,2,0
"zorgredenen",0,0,0,0,2,0,0
"zorgsectoren",0,0,0,0,1,1,0
"zorgsysteem",1,0,0,0,0,1,0
"zorgsystemen",1,0,0,0,0,1,0
"zorgteams",0,2,0,0,0,0,0
"zorgverzekeraars",0,0,0,0,2,0,0
"zorgvoorziening",0,1,0,1,0,0,0
"zorgvuldiger",0,2,0,0,0,0,0
"zorgwonen",1,0,0,0,0,1,0
"zorgzaamheid",0,2,0,0,0,0,0
"zozeer",0,1,0,0,0,1,0
"zuiderse",0,1,0,0,0,0,1
"zuideuropa",0,1,0,0,0,0,1
"zuideuropese",0,0,0,0,0,1,1
"zuur",0,1,0,0,1,0,0
"zwaarte",2,0,0,0,0,0,0
"zwangerschappen",0,1,0,0,0,1,0
"zwangerschaps",0,0,0,1,0,1,0
"zwangerschapsverlof",0,1,0,0,1,0,0
"zwartboek",0,1,0,0,1,0,0
"zwartwit",1,0,0,0,0,1,0
"zweren",0,0,0,0,2,0,0
"zwijnaarde",2,0,0,0,0,0,0
"zwitsers",0,1,0,1,0,0,0
"<ad>aanbod",0,1,0,0,0,0,0
"<ad>aanleggen",0,0,0,0,1,0,0
"<ad>abortus",0,0,0,0,1,0,0
"<ad>associaties",0,1,0,0,0,0,0
"<ad>beleid",0,1,0,0,0,0,0
"<ad>bemiddeling",0,1,0,0,0,0,0
"<ad>bezorg",0,0,0,0,1,0,0
"<ad>diversiteit",0,0,0,0,1,0,0
"<ad>doorverwijsplicht",0,0,0,0,1,0,0
"<ad>effecten",0,1,0,0,0,0,0
"<ad>effectief",0,0,0,0,1,0,0
"<ad>eindelijk",0,0,0,0,0,1,0
"<ad>examinering",0,1,0,0,0,0,0
"<ad>expressie",0,1,0,0,0,0,0
"<ad>extra",0,0,0,0,1,0,0
"<ad>fondsen",0,1,0,0,0,0,0
"<ad>fortis",0,0,0,0,1,0,0
"<ad>gas",0,1,0,0,0,0,0
"<ad>gemeentelijke",0,0,0,0,1,0,0
"<ad>hogere",0,0,0,0,1,0,0
"<ad>hoofdelijke",0,0,0,0,1,0,0
"<ad>indien",0,0,0,0,1,0,0
"<ad>inneembare",0,1,0,0,0,0,0
"<ad>investeringsplannen",0,1,0,0,0,0,0
"<ad>kwijtschelding",0,0,0,0,1,0,0
"<ad>loonreglementering",0,0,0,0,1,0,0
"<ad>opzetten",0,0,0,0,1,0,0
"<ad>ouderen",0,1,0,0,0,0,0
"<ad>procedures",0,0,0,1,0,0,0
"<ad>programmas",0,1,0,0,0,0,0
"<ad>religieuze",0,0,0,1,0,0,0
"<ad>schaf",0,0,0,0,1,0,0
"<ad>smokkel",0,0,0,1,0,0,0
"<ad>stel",0,0,0,0,1,0,0
"<ad>stimuleren",0,0,0,0,1,0,0
"<ad>tarief",0,1,0,0,0,0,0
"<ad>valorisatie",0,0,0,1,0,0,0
"<ad>vereenvoudiging",0,0,0,0,1,0,0
"<ad>verhogen",0,0,0,0,1,0,0
"<ad>verhoog",0,0,0,0,1,0,0
"<ad>verlenging",0,0,0,0,1,0,0
"<ad>vermindering",0,0,0,0,1,0,0
"<ad>voeg",0,0,0,0,1,0,0
"<ad>vrijheid",0,0,0,0,1,0,0
"<ad>waarop",0,0,0,1,0,0,0
"<ad>zowel",0,0,0,0,0,1,0
"<b0>cgrens",0,1,0,0,0,0,0
"<c3><a0>lle",1,0,0,0,0,0,0
"<c3><a9><c3><a9>nticketsysteem",1,0,0,0,0,0,0
"<c3><a9>lke",1,0,0,0,0,0,0
"<c3><ab>nt",1,0,0,0,0,0,0
"<c9>én",0,0,0,1,0,0,0
"<c9>lke",0,0,0,0,0,1,0
"<e0>ls",0,0,0,0,0,1,0
"<e2><80><93>beroepen",1,0,0,0,0,0,0
"<e2><80><93>processen",1,0,0,0,0,0,0
"<e2><80><93>vrouwen",1,0,0,0,0,0,0
"<e2><80><98>aanbevelingen",1,0,0,0,0,0,0
"<e2><80><98>actieplan",1,0,0,0,0,0,0
"<e2><80><98>activeren<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>af<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>afbakening",1,0,0,0,0,0,0
"<e2><80><98>alle",1,0,0,0,0,0,0
"<e2><80><98>alleen<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>antennes<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>atletiek",1,0,0,0,0,0,0
"<e2><80><98>beschermrechter<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>blackbox<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>blinde",1,0,0,0,0,0,0
"<e2><80><98>bovenwettelijke<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>brusselnorm<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>brusseltoets<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>buurtkorting<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>cao",1,0,0,0,0,0,0
"<e2><80><98>carry",1,0,0,0,0,0,0
"<e2><80><98>cirkellijnen<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>complexe",1,0,0,0,0,0,0
"<e2><80><98>cultuurgevoelige",1,0,0,0,0,0,0
"<e2><80><98>derdelanders<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>doorgroeien",1,0,0,0,0,0,0
"<e2><80><98>drive<e2><80><99>check",1,0,0,0,0,0,0
"<e2><80><98>duurzame",1,0,0,0,0,0,0
"<e2><80><98>ebirth<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>economisering<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>edeath<e2><80><99>toepassingen",1,0,0,0,0,0,0
"<e2><80><98>educare<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>eenmalig",1,0,0,0,0,0,0
"<e2><80><98>foodtoepassingen<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>gazellesprong<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>ge<c3><ab>uropeaniseerd<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>ge<c3><af>ntegreerd",1,0,0,0,0,0,0
"<e2><80><98>geluksfactor<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>genezen<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>geopuntbe<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>goedkoop",1,0,0,0,0,0,0
"<e2><80><98>good",1,0,0,0,0,0,0
"<e2><80><98>groeien",1,0,0,0,0,0,0
"<e2><80><98>groepsvordering<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>hotel",1,0,0,0,0,0,0
"<e2><80><98>individualiseert<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>ingeruild<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>instrumentenkoffer<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>intrapreneurship<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>investeren",1,0,0,0,0,0,0
"<e2><80><98>kb",1,0,0,0,0,0,0
"<e2><80><98>kidibool<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>lasten<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>latte<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>leading",1,0,0,0,0,0,0
"<e2><80><98>leefgemeenschap<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>maatschappelijke",1,0,0,0,0,0,0
"<e2><80><98>migratiewetboek<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>multimove",1,0,0,0,0,0,0
"<e2><80><98>multioiszcentrum<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>nietrepatrieerbaren<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>nieuw",1,0,0,0,0,0,0
"<e2><80><98>nieuwe",1,0,0,0,0,0,0
"<e2><80><98>normaal<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>ongelijkgrondse<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>ontwikkelingssamenwerkingsbeleid<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>open",1,0,0,0,0,0,0
"<e2><80><98>overlast<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>pact",1,0,0,0,0,0,0
"<e2><80><98>patient",1,0,0,0,0,0,0
"<e2><80><98>pay",1,0,0,0,0,0,0
"<e2><80><98>perfecte",1,0,0,0,0,0,0
"<e2><80><98>pocketparks<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>pooling",1,0,0,0,0,0,0
"<e2><80><98>pro",1,0,0,0,0,0,0
"<e2><80><98>procescultuur<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>promotieval<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>recht",1,0,0,0,0,0,0
"<e2><80><98>regelgevingsagenda<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>remotely",1,0,0,0,0,0,0
"<e2><80><98>rentevruchten<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>resettlement<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>samen",1,0,0,0,0,0,0
"<e2><80><98>screen",1,0,0,0,0,0,0
"<e2><80><98>seksuele",1,0,0,0,0,0,0
"<e2><80><98>shared",1,0,0,0,0,0,0
"<e2><80><98>specifieke",1,0,0,0,0,0,0
"<e2><80><98>sport",1,0,0,0,0,0,0
"<e2><80><98>stadskernen<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>stadskorting<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>stichting",1,0,0,0,0,0,0
"<e2><80><98>stok",1,0,0,0,0,0,0
"<e2><80><98>syndicaal",1,0,0,0,0,0,0
"<e2><80><98>tabel",1,0,0,0,0,0,0
"<e2><80><98>taskforce",1,0,0,0,0,0,0
"<e2><80><98>terug",1,0,0,0,0,0,0
"<e2><80><98>timeoutprojecten<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>toerisme",1,0,0,0,0,0,0
"<e2><80><98>turbomanager<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>valley",1,0,0,0,0,0,0
"<e2><80><98>vasthoudenbergenafvoeren<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>verchequeing<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>vergeten<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>verknopen<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>vermaatschappelijking",1,0,0,0,0,0,0
"<e2><80><98>verstandig",1,0,0,0,0,0,0
"<e2><80><98>vertegenwoordigers<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>vervangbouw<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>verzekering",1,0,0,0,0,0,0
"<e2><80><98>vlaams",1,0,0,0,0,0,0
"<e2><80><98>vlaanderen",1,0,0,0,0,0,0
"<e2><80><98>vroegdetectie<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>vroeginterventie<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>waar",1,0,0,0,0,0,0
"<e2><80><98>wit<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><98>wonen",1,0,0,0,0,0,0
"<e2><80><99>",1,0,0,0,0,0,0
"<e2><80><99>ers",1,0,0,0,0,0,0
"<e2><80><9c>dplan<e2><80><9d>",1,0,0,0,0,0,0
